plot,true_genres,predicted_genres
"['A man raised by gorillas must decide where he really belongs when he discovers he is a human.::Kenneth Chisholm', ""The movie is about the life of Tarzan. Tarzan was a small orphan who was raised by an ape named Kala since he was a child. He believed that this was his family, but on an expedition Jane Porter is rescued by Tarzan. He then finds out that he's human. Now Tarzan must make the decision as to which family he should belong to...::Extron""]","Adventure, Animation, Family, Romance","Adventure, Animation, Family"
['A group of friends get stranded in a seemingly deserted small town and find themselves stalked by a violent gang of psychopaths dressed as clowns.::Tom Nagel'],"Horror, Thriller",Horror
"[""In a date close to February, the 23th, 1981, the day of the military strike to the Spanish Goverment, Martin's children make a visit to him in Madrid. They're going to stay with him for a while, because Martin's ex-wife is going to Valencia to work. Meanwhile, Nuria's life is going worse day by day. Her relationship with her husband goes worse and she is also loosing her daughter friendship. The military strike is another element to add to these situations...::Anonymous""]","Comedy, Drama, Musical",Drama
"['An Italian waiter fights off a criminal mastermind with his inherited powers of disguise.::Anonymous', ""A sweet-natured Italian waiter named Pistachio Disguisey at his father Fabbrizio's restaurant, who happens to be a member of a family with supernatural skills of disguise. But moments later the patriarch of the Disguisey family is kidnapped Fabbrizio's former arch-enemy, Devlin Bowman, a criminal mastermind in an attempt to steal the world's most precious treasures from around the world. And it's up to Pistachio to track down Bowman and save his family before Bowman kills them!::Anthony Pereyra (hypersonic91@yahoo.com)"", ""Pistachio Disguisey, a sweet-natured Italian server at his father Fabbrizio's restaurant, can't figure out why he compulsively mimics his customers and desires to change his appearance. What he doesn't know yet is that these traits are part of the Disguisey family secret legacy. The family come from a long line of masters of disguise who are able to mask themselves as almost anyone or anything by harnessing the great power of Energico. Such a talent makes Fabbrizio the kidnapping target of his former arch-enemy Devlin Bowman, a criminal mastermind. Now Pistachio must make the most of his inherited power in an attempt to track down Devilin and save his parents.::Sujit R. Varma""]","Adventure, Comedy, Family, Fantasy",Comedy
"['Picking up some time after the events in the first movie, Sean Lau is now the Commissioner of Police after the successful rescue operation. However, things turn bad when his wife and daughter are kidnapped. Sean has to seek help from former rival and retired DCP, Waise Lee, to return to his job to help save Sean`s wife and child.']","Action, Crime, Drama","Action, Crime, Thriller"
"['After his family is killed by bandits, a young man enlists a wandering cowboy to teach him to shoot.']",Western,Western
"['A New York City nightclub manager tries to save his brother and father from Russian Mafia hitmen.::IMDb Editor', ""Brooklyn, 1988. Crime is rife, especially drugs and drug violence. A Russian thug is building his heroin trade, while everyone laughs at the cops. Brothers have chosen different paths: Joe has followed his father Bert into New York's Finest; he's a rising star. Bobby, who uses his mother's maiden name, manages a club. Bobby too is on the rise: he has a new girlfriend and a green-light to develop a Manhattan club. Joe and Bert ask him to help with intelligence gathering; he declines. Then, Joe raids Bobby's club to arrest the Russian. From there, things spiral out of control: the Russian puts out a hit on Joe, personal losses mount, and Bobby's loyalties face the test.::<jhailey@hotmail.com>""]","Crime, Drama, Thriller","Crime, Drama"
"['Six women murderers escape from prison to dug out a gold treasure buried in the woods, but six male campers are sitting on it. Birds get shot, women and men get shot, and the prize goes to the surviving few.::Artemis-9']","Action, Crime, Drama, Thriller",Action
"[""Supernatural exorcist and demonologist John Constantine helps a policewoman prove her sister's death was not a suicide, but something more."", ""John Constantine is approached by Det. Angela Dodson who needs his help to prove that her twin sister Isabel's death was not a suicide. The dead woman was a devout Catholic and Angela refuses to accept she would have taken her own life. She's asked Constantine for help because he has a reputation for dealing with the mystical. In fact, he is a demon hunter whose sole purpose on Earth is to send demons back to the nether regions. John himself has been to Hell and knows that he is destined to return there on his death - but hopes his good deeds may find him a place in Heaven. As he looks into Isabel's death, he realizes demons are trying to break through to the human world, and his battles lead him into a direct conflict with Satan.::garykmcd"", ""To make amends with God and earn his place in Heaven, the taciturn occult detective and humankind's reluctant hero, John Constantine, finds himself caught in an interminable battle between the forces of good and evil. However, banishing rogue demons to the pits of Hell hasn't quite cut it, and when sceptical LAPD officer, Angela Dodson, asks John to shed light on the baffling death of her devout twin sister, Isabel, the gifted supernatural investigator will finally get the chance to atone himself. Now, as their fates become inextricably interwoven, the unlikely duo must join forces to unearth a sinister conspiracy and stop the impending Apocalypse. But, is Constantine destined to save the world from evil?::Nick Riganas"", 'The story of irreverent supernatural detective John Constantine, who has literally been to Hell and back. When Constantine teams up with skeptical policewoman Angela Dodson to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists just beneath the landscape of contemporary Los Angeles. Caught in a catastrophic series of otherworldly events, the two become inextricably involved and seek to find their own peace at whatever cost.::unit publicist/WB']","Action, Fantasy, Horror, Mystery","Fantasy, Horror, Mystery"
"[""After a man's family dies in what appears to be a murder, he gets a phone call from one of the dead, his niece. He's not sure if she's a ghost or if he's going mad, but as it turns out, he's not.::Anonymous"", ""Jack is a very supportive uncle to Ashley, always there when she calls. He plays a big role in her life due to her mother being busy a lot, and her dad living a gangster lifestyle. One day he (Jack) receives a frantic call from Ashley that gets cut short. When Jack arrives at Ashley's house and finds the whole family dead. Later he starts receiving calls from Ashley who is calling from the past. Jack must help Ashley change her almost inevitable fate.::howellwyland""]","Drama, Horror, Mystery, Sci-Fi, Thriller","Horror, Mystery, Thriller"
"['A cunning mouse goes for a walk in the forest, and outwits a succession of predators.::thomaswake16']","Animation, Family, Short","Adventure, Animation, Family"
"['Veterinarian Dr. Carly Monroe (Jen Lilley) falls for Dan Landis (Jason Cermak), the owner of a dog shelter she frequently visits. Unfortunately, Dan is about to marry his glamorous girlfriend and move to New York City.::Kayla Lay', ""Veterinarian Dr. Carly Monroe (Jen Lilley) makes it a habit to stop by the local dog shelter as often as possible because she loves dogs and secretly loves the shelter's owner, Dan Landis (Jason Cermak). Unfortunately, he has agreed to marry his glamorous television personality girlfriend, Kristi (Emily Maddison), and move to the Big Apple. With Dan's big move looming, his sister Michelle (Lucie Guest) decides to take matters into her own hands.::Happy_Evil_Dude"", ""Veterinarian Dr. Carly Monroe returns to her hometown of Long Lake, Minnesota to take over the family vet business from her grandfather, Dr. Isaac Monroe. One of the major on-going clients of the business is Friends Forever, the local dog shelter run jointly by sister and brother, Michelle and Dan Landis. While Michelle is Carly's best friend in town, Dan was Carly's high school sweetheart. Despite having had other boyfriends since, Carly has never married in feeling like no other man has ever made her feel the way Dan did. Upon seeing Dan, those old feelings arise for Carly. Dan, however, is now dating another of their high school colleagues, Kristi Waters. Kristi, an on air reporter for the local television station, was vain and entitled then, and is vain and entitled now. Kristi and Dan co-host a weekly Friday segment on the news where he is known as Dan the Dog Man, they featuring one dog at the shelter up for adoption. While Dan has a natural ability to match a dog up for adoption to the person who eventually adopts it, Kristi hates dogs, she all smiles on air while she holds the dog, the exact opposite once the cameras turn off. Carly, with Michelle's help, hope that Carly's return will also reignite those old feelings in Dan in their joint dislike of Kristi and feeling she is not the right woman for Dan, something that he doesn't seem to be able to see despite his ability to see such things for his dogs. The situation changes when Kristi announces that she and Dan are not only engaged, but that she has a new job in New York City meaning that they will be moving, Dan leaving Michelle to run the shelter on her own, which was not the agreement she and Dan had made as Michelle had other plans for her own life. This news makes Carly and Michelle's resolve more urgent as they only have thirty days until Kristi and Dan leave for good. The one thing mild mannered Carly is unwilling to do is to come right out and tell Dan how she feels about him, the two who everyone else knows are in love with each other even if neither of the two who will admit it to themselves or each other. Meanwhile, one of Dan's latest dogs up for adoption is Prince who has two interested adopters: Isaac himself, and Rita Gilbert. But what may be of equal interest for Isaac and Mrs. Gilbert besides Prince is each other, which they are more willing to acknowledge than Carly and Dan are about their feelings.::Huggo""]","Comedy, Romance","Comedy, Romance"
"['Argentinian soccer player leaves his club for a career outside sports. During his last five matches , he struggles with the question what he will do with his life.::Hans de Zwager']","Comedy, Drama, Romance, Sport","Drama, Sport"
"['After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined.', 'After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real and more dangerous than they ever imagined. But will getting hooked on the thrill of magic distract them from honing their powers when they need them most?']","Drama, Fantasy, Mystery","Mystery, Thriller"
"['American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.::Fox', ""As Enzo Ferrari's fast Rosso-Corsa racing cars dominate the mid-1960s motorsport world, the American car designer, Carroll Shelby, is forced to retire after winning the demanding 1959 '24 Hours of Le Mans' endurance race. But, before long, an unexpected proposition by the Vice President of Henry Ford's motor company, Lee Iacocca, will offer an opportunity to beat the Italians at their own game. Now, under those pressing circumstances, the British sports car driver and racing engineer, Ken Miles, reluctantly agrees to lend a hand and improve the firm's image, as Ford's race team has less than ninety days to rewrite history. As a result, the non-conformist duo comes up with the mighty Ford GT40 Mk I high-performance racing car. Can Shelby and Miles break Ferrari's streak?::Nick Riganas"", 'American automotive designer Carroll Shelby and fearless British race car driver Ken Miles battle corporate interference, the laws of physics and their own personal demons to build a revolutionary vehicle for the Ford Motor Co. Together, they plan to compete against the race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.::Jwelch5742']","Action, Biography, Drama, Sport",Sport
"['Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.::Jon Reeves <jreeves@imdb.com>', ""CIA operative Nathan Muir (Redford) is on the brink of retirement when he finds out that his protege Tom Bishop (Pitt) has been arrested in China for espionage. No stranger to the machinations of the CIA's top echelon, Muir hones all his skills and irreverent manner in order to find a way to free Bishop. As he embarks on his mission to free Bishop, Muir recalls how he recruited and trained the young rookie, at that time a sergeant in Vietnam, their turbulent times together as operatives and the woman who threatened their friendship.::ck"", ""It's April 14, 1991, the final day of work for CIA case agent Nathan Muir before he retires. It has been a job that has not made him opulently wealthy, he planning on using his life savings of $282,000 to purchase a retirement property in the Bahamas. This day, he is called by a task force led by Charles Harker and Troy Folger to provide any personal information on Tom Bishop, a CIA undercover field agent who has just been apprehended by the Chinese government in China, and who will be executed in twenty-four hours by the Chinese on charges of espionage unless the US government claims him, which if they do means answering to what was Bishop's unauthorized operation in China. Bishop, a former US Army sharpshooter, was recruited into the CIA as a contract agent by Muir, who acted as his trainer, mentor and case agent in his early CIA career, hence the reason for Muir being called by the task force to provide personal information which may not be in Bishop's official file. What Muir does not tell the task force is that he had heard about Bishop's predicament earlier by one of his CIA colleagues, Harry Duncan, who is currently working an operation in Hong Kong. Although the task force members do not come right out and say so, Muir knows they are working on a different agenda than him, they whose main goal is to protect an imminent trade negotiation between the US and China which means possibly sacrificing Bishop as collateral damage, while Muir is determined to stop the execution and ensure Bishop's safe return as one of CIA's own and as his friend. Muir spends much of the day with the task force, which takes up much of his time to achieve his goal, but which also allows him to feed the task force information or misinformation which may assist his own cause while gleaning information from the task force which he may not know. Assisting Muir outside the war room is his faithful assistant, Gladys Jennip. Getting Bishop back to safety also means that Muir has to figure out what was Bishop's operation in China.::Huggo"", ""Brad Pitt is reunited as a co-star with his A River Runs Through It (1992) director Robert Redford for this espionage thriller from Tony Scott. On the verge of retirement from the Central Intelligence Agency, veteran spy Nathan Muir (Redford) learns that his one-time protege Tom Bishop (Pitt) has gone rogue and been taken prisoner after attempting to smuggle a prisoner out of China. Although Muir and Bishop had once been close friends, sharing adventures from Vietnam to Berlin, bad blood and resentment developed between them, and the two men haven't seen each other in years. As his memories of their friendship come flooding back, Muir sets about arranging the rescue of his old friend from a Communist jail."", ""1991: the Cold War is ending. Just days before the US President is to visit China for trade talks, a CIA operative named Bishop is captured in a rogue operation at a Chinese prison. He'll be shot in 24 hours unless the President steps in. CIA honchos hunker down at Langley, controlling the damage to the diplomatic mission by hanging Bishop out to dry. Enter Nathan Muir, one day before retirement from the Agency, the man who recruited and trained Bishop. Can he find a way to get the President to free Bishop; if that fails, can he engineer a rescue? He hangs around Langley, telling stories about Bishop, as he gathers intelligence, looks for opportunities, and runs his own spy game.::<jhailey@hotmail.com>""]","Action, Crime, Thriller","Action, Crime, Drama"
['SambÃ¡ is a sports drama about redemption through the metaphor of life and boxing.::Ecah Film'],"Drama, Sport",Drama
"[""Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart.::Anonymous"", ""On the spur of the moment, twenty-eight year old Manhattan self-made multi-billionaire Eric Packer decides he wants to get a haircut from his regular and longtime barber across town, a difficult journey today if only because of the traffic gridlock from three high profile but vastly different events taking place in the borough, including a wandering anarchist protest, they who largely use dead rats as their symbol of protest. Through his trek, Eric, most taking place in his stretch limousine, meets with several business associates - some with as esoteric job titles as Head of Theory - and personal acquaintances, including his several week bride, Elise, a wealthy woman in her own right with who he still has a somewhat distant relationship if only because they don't really know each other. The start of Eric's day ends much differently than the end as his personal fortune largely hinges on external forces in relation to a speculative currency transaction, and as he learns that someone is trying to kill him, who and for what reason he does not know.::Huggo""]","Crime, Drama, Fantasy, Mystery, Thriller","Comedy, Drama, Thriller"
"['The plot is situated in the Duchy of Stultus, more precisely in the Valley of Primrose, place that a good day is visited by a caravan to the control of the old chief Servant. Among them comes Toxzo, a Zingarian prince whose retinue is dedicated to the breeding of race horses. The young Gypsy will soon fall prey to the charms of Sovira, daughter of the duke, which obviously will bring with it all sorts of adventures, intrigues and misunderstandings. But the forces of power can not do much before the fate of true love.::Sebastian Incaurgarat']","Drama, Musical, Romance","Adventure, Drama, Romance"
"['A US Marine sniper is partnered with a SWAT member to take out rebel leaders in the jungles of Panama.::nufs68', ""Tough guy Thomas Beckett is a US Marine working in the Panamanian jungle. His job is to seek out rebels and remove them using his sniper skills. Beckett is notorious for losing his partners on such missions. This time he's accompanied by crack marksman Richard Miller, who's more of an office-type. Together they plan to seek out an important rebel leader, whilst avoiding a rogue marksman who frequents this part of the jungle.::Rob Hartill"", 'Master Gunnery Sergeant Thomas Beckett is a sniper stationed in Panama. Although skilled, he has lost several men under his command. Beckett is teamed up with a SWAT member named Miller, who has not earned any confirmed kills, to eliminate a top Panamanian rebel leader. Tensions emerge between the two on how to conduct the mission, coupled with running into numerous challenges during the mission.::Sam', 'Thomas Beckett is a no-nonsense Marine. He is a gunnery master sergeant ""Gunny,"" with lots of wear and tear, specializing in carrying point on two-man sniper teams in the jungles of Panama. A veteran sniper, Gunny has at least 74 confirmed kills. In his long career, he lost several spotters; he carries these Marine\'s spare dog tags on a ring which he employs like worry beads. Some Marines believe Beckett is callous about his lost comrades, but the dog tags are like metal scabs over wounds that will never totally heal. On a particularly vital mission, Beckett has to team with Richard Miller, a wet-behind-the-ears NSA desk jockey. The Feds believe the hype that he is a crack shot due to an Olympic silver medal, but Gunny can figuratively smell his inexperience. Gunny is certain when Miller takes credit for a kill he did not complete. Beckett immediately assesses that Miller has never had a single kill. Although Miller tries to pull rank on Beckett, Gunny treats him like a young puppy, but without using a rolled-up newspaper. The sniper code is ""one kill, one shot."" The real question is: who is going to get shot and who is going to kill?::LA-Lawyer', 'A Panamanian rebel leader is meeting with his financier/drug lord. The U.S. government seeks to ""disrupt"" the meeting by eliminating them both. Thomas Beckett, an ace sniper stationed in the area, is sent to perform the mission. Since his spotter was killed by a mysterious mercenary sniper, he must be accompanied by Richard Miller, a SWAT trained sniper from the National Security Council who has never had a kill. The two must best the jungle and complete the mission, hindered by numerous enemy patrols, ""El-Cirujano"", a renegade American working for the enemy, the mysterious sniper, and the rough living in a dangerous jungle.::HeadRock <headrock@hotmail.com>']","Action, Thriller, War",Action
"[""Frank Martin puts the driving gloves on to deliver Valentina, the kidnapped daughter of a Ukrainian government official, from Marseilles to Odessa on the Black Sea. En route, he has to contend with thugs who want to intercept Valentina's safe delivery and not let his personal feelings get in the way of his dangerous objective."", ""Toxic waste bubbles in a ship waiting permission to dock in Odessa. Frank Martin turns down a job in Marseilles, referring it to a pal. A short time later, the pal, wounded by gunfire, crashes his car into Frank's living room and dies, leaving a young woman in the back seat. The employer of the dead man shows up, forces Frank to take the job, snaps a bracelet on his wrist that will explode if Frank gets more than 75 feet from his car, and sends Frank on a journey east with the young woman and a trunk full of something. She's Valentina, nearly mute. Can Frank figure out what's going on, deliver the package, and escape alive? And what does the ship have to do with it?::<jhailey@hotmail.com>""]","Action, Thriller","Action, Thriller"
"[""After a blow to the head, Abby decides she can't do it anymore. Her life just can't be only about the house, the kids and the wife. She needs more: she needs to be Eleanor.::Anonymous"", ""Abby lives with her lesbian domestic partner and their young son. However, Abby and her girl's long stable relationship has become passionless, and Abby is slowly becoming sexually frustrated. Abby's son hits her on the head by accident one day with his baseball and she suffers a mild concussion. This gets her thinking and she decides that she shouldn't repress her urges anymore. She hooks up with a young cute gentle and experienced lesbian prostitute, who sleeps with lonely women, and has a fantastic sexual and emotional experience. She becomes fascinated with the idea of helping other lonely women feel such joy and fulfillment, so she decides to get into the business herself under the pseudonym Eleanor. Her clients are both introverted women, who wish to explore their urges, and sexually aggressive women who know exactly what they and even Abby want. She learns more about herself and others after each sexual encounter. But how long can she live a double life before she's caught.""]",Drama,"Comedy, Drama"
"['A series of gruesome accidents plague a small American farming community in the summer of 1935, encircling two identical twin brothers and their family.::Scott', 'In the summer of 1935, 12-year-old twins Niles and Holland Perry live with their family on a Connecticut farm. Their loving grandmother Ada has taught them something called ""the game."" A number of accidents begin happening, and it seems to Niles that Holland is responsible. It is Ada who begins to see the truth, and she is the only one who can stop this macabre game of murder.::<harang@cajunnet.com>', 'Chilling and eerie, this supernatural tale of good versus evil coils around twin brothers living with their grandmother in a sleepy rural area during the summer of 1935. After his grandmother encourages Niles to develop what seem to be psychic gifts, Niles starts to suspect that his twin may be involved in recent fatal accidents.::yusufpiskin']","Drama, Horror, Mystery, Thriller","Crime, Drama, Horror"
"['The world-famous singing preteen chipmunk trio return to contend with the pressures of school, celebrity, and a rival female music group known as The Chipettes.::TB4000', 'After a concert mishap lands Dave in the hospital, Alvin, Simon, and Theodore end up in the care of Dave\'s twenty-something cousin Toby. The Chipmunks put aside their stardom to return to school to win an annual ""Battle of the Bands"" competition to save the school\'s music program, but they meet their match with the Chipettes: Brittany, Jeanette, and Eleanor, who work for the Chipmunks\' ex-manager, Ian Hawke. The Chipmunks and the Chipettes square off; romantic sparks and crazy mishaps ensue.', ""Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes--Brittany, Eleanor, and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.::20th Century Fox""]","Adventure, Animation, Comedy, Family, Fantasy, Music","Comedy, Family, Music"
"['A group of high-schoolers invite Mandy Lane, an innocent, desirable girl, to a weekend party on a secluded ranch. While the festivities rage on, the number of revelers begins to drop mysteriously.::Anonymous']",Horror,"Comedy, Horror"
"['Ex on the Beach is the Hungarian version of the British reality television show of the same name. single men and women enjoying a summer holiday in paradise while looking for love. However, they are joined by their exes to shake things up. Each ex is there either for revenge or to rekindle their love. The show is narrated by Sylvi BÃ³dy.']","Adventure, Reality-TV, Romance",Drama
"['A psychiatrist comes to the aid of a compulsive gambler and is led by a smooth-talking grifter into the shadowy but compelling world of stings, scams, and con men.::Gabe Taverney (duke1029@aol.com)', 'A famous psychologist, Margaret Ford, decides to try to help one of her patients get out of a gambling debt. She visits the bar where Mike, to whom the debt is owed, runs poker games. He convinces her to help him in a game: her assignment is to look for ""tells"", or give-away body language. What seems easy to her becomes much more complex.::John J. Magee <magee@helix.mgh.harvard.edu>', 'In Seattle, Margaret Ford is a successful psychiatrist and writer of a best-seller. When her client Billy Hahn tells that he owes US$ 25,000 to the gambler Mike, he threatens to commit suicide with a gun. Billy also tells that Mike will kill him anyway and she is not helping him. Margaret feels powerless but she promises to help him if he delivers his pistol to her. Margaret goes to the House of the Games, a place where gamblers play pool in the saloon and poker in the rear, and she meets the cynical con man Mike. He tells that Billy owes him only US$ 800 and he would forget the debt if she helps him in a poker game. Margaret observes a player but she finds in the end that it was a scheme of Mike and his friends to take money from her. On the next morning, Margaret visits a patient and she feels that she cannot help her. Her friend and advisor Dr. Maria Littauer suggests that she should give a break in her career and write another book. Margaret seeks out Mike and asks to see how he operates since she wants to study the confidence games to write a book. He agrees and Margaret begins her journey to her dark side.::Claudio Carvalho, Rio de Janeiro, Brazil']","Crime, Thriller","Crime, Drama"
"['A dramatization of the Black Sox scandal when the underpaid Chicago White Sox accepted bribes to deliberately lose the 1919 World Series.::Kenneth Chisholm', ""The great Chicago White Sox team of 1919 is the saddest team to ever win a pennant. The team is bitter at their penny pincher owner, Charles Comiskey, and at their own teammates. Gamblers take advantage of this opportunity to offer some players money to throw the series. (Most of the players didn't get as much as promised.) But Buck Weaver and the great Shoeless Joe Jackson turn back at the last minute and try to play their best. The Sox actually almost come back from a 3-1 deficit. Two years later, the truth breaks out and the Sox are sued on multiple counts. They are found innocent by the jury but baseball commissioner Landis has other plans. The eight players are suspended for life, and Buck Weaver, for the rest of his life, tries to clear his name.::Patrick Lynn <pjustinl@worldnet.att.net>"", 'John Sayles\' recounting of the 1919 ""Black Sox"" incident, in which the Chicago team conspired with organized-gambling powers to throw the World Series.::Susan C. Mitchell <susanm@indirect.com>', 'Eight Men Out tells the true story of the infamous \'Black Sox\' scandal of 1919, in which the White Sox players deliberately lost the World Series. The movie places the scandal in the context of a labor dispute between the players and their then all-powerful team owner, and how mobster Arnold Rothstein took advantage of the dispute. The result was a human tragedy for players like ""Shoeless"" Joe Jackson.::Reid Gagle', 'In 1919 gambler Arnold Rothstein bribes disgruntled members of the Chicago White Sox to throw the World Series against Cincinnati. The Sox were considered the better team and their loss, particularly in the early games, raises eyebrows. In fact, some of the blown plays are a little to obvious. Many of the players are conflicted by what they have done and some decide to do their best towards the end of the series to win. In the end they lose and for two years, their secret is safe but when two of them confess, it leads to a trial. Although found not guilty, all eight players were banned for by the newly appointed independent baseball Commissioner, Judge Landis.::garykmcd']","Drama, History, Sport",Drama
"[""Set in a futuristic world where humans live in isolation and interact through surrogate robots, a cop is forced to leave his home for the first time in years in order to investigate the murders of others' surrogates.::anonymous"", ""People are living their lives remotely from the safety of their own homes via robotic surrogates -- sexy, physically perfect mechanical representations of themselves. It's an ideal world where crime, pain, fear and consequences don't exist. When the first murder in years jolts this utopia, FBI agent Greer discovers a vast conspiracy behind the surrogate phenomenon and must abandon his own surrogate, risking his life to unravel the mystery.::Touchstone Pictures"", 'In a near future, with the development of the robotic, mankind stays at home operating surrogates with their signature to live their lives in the outside world and resolving issues like racism, complex and safety and reducing crime rates. Only a few people live in reservations the traditional way of life without the use of substitutes. When the surrogates of a man and a woman are destroyed by a sophisticated weapon, the FBI agents Tom Greer and Peters are assigned to the case and sooner they discover that the operators have also died. Tom Greer goes further in his investigation and finds that there is a conspiracy involving the army, the company VSI that manufactures the androids, the FBI, The Prophet leader of the humans and the scientist that had developed the surrogate technology Canter.::Claudio Carvalho, Rio de Janeiro, Brazil', 'In the future artificial lifeforms called Surrogates are created so that humans can link up with them and go out into the world without having to deal with dangers the world presents. There\'s a movement led by a man calling himself The Prophet who believes that Surrogates are an abomination and they live in areas where surrogates are not allowed. When a surrogate is attacked supposedly by one of his members but the human controlling it was also killed which is very strange. So FBI agents Greer and Peters investigate and they learn that the human who was killed is the son of the creator of the Surrogates. When the attacker is found, Greer chases him but he ends up in the ""No Surrogates"" zone and is attacked. Eventually his surrogate is destroyed. Greer then for the first time in years goes out and continues to investigate and discovers that there\'s a lot going on.::rcs0411@yahoo.com', 'In the not too distant future, technology allows humans to live their lives through robots they call surrogates. Humans have in effect cocooned themselves in their homes, never venturing outside. Rather, they explore life through their surrogates who may or may not resemble them. Tom Greer and his partner Peters are FBI agents assigned to investigate the destruction of two surrogates that has also caused the unthinkable: the human hosts were also killed. The use of surrogates is not universally endorsed with some humans living in technology and machine-free zones. Led by a man called The Prophet, the fear is that they have put their hands on a weapon that would fundamentally change human society. Greer believes they have also put their hands on a weapon that could fundamentally change society, though he begins to wonder if that might be a good thing.::garykmcd']","Action, Sci-Fi, Thriller","Action, Sci-Fi, Thriller"
"[""School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?::gamergcfan"", ""Summer vacation started, and Greg has his own way to enjoy it with video games. However, his father wants him to go outside and stop playing video games, and his mother has her own plans, including a reading club. In addition, Greg can't get along with his father. The only thing they have in common is the hatred for the Lil Cutie Comics. Things only get worse after the stay at the beachside cabin goes totally wrong. Will anything go right? At least there's Holly Hills.::gamergcfan"", ""When Greg's Dad (Steve Zahn) threatens to send him to military school if he dosen't stay out of trouble, Greg finds all-new ways to land himself In the Doghouse! For starters, Greg's in over his head when he pretends to work at a swanky country club where Rowley's family has a membership. Things don't go much better on a father-son camping trip with the Wilderness Explorers, and then there's the Heffley's new dog, Sweetie, who fetches even more trouble for Greg."", ""Summer vacation is supposed to be a lot of fun and a great time-unless of course, you're Greg Heffley. Greg finds his satisfaction for summer elsewhere-inside an air-conditioned house playing video games. The only obstacle in his way is his father, who insists on Greg spending his summer like a normal kid, playing outside and doing something manly. But Greg is not built to spend the summer with the outside world, especially after a few incidents with his family and best friend, Rowley. So after this time, Greg does everything he can to impress his father not only to be a good son, but to avoid military school, leading to crazy and sometimes dangerous accidents"", ""In this third film in the Diary of a Wimpy Kid series, Greg Heffley (Zachary Gordon) wants to spend the summer before eighth grade playing video games and maybe, if he can finagle it, getting closer to his crush Holly Hills (Peyton List). The former plan goes out the window when his dad Frank (Steve Zahn) decides to ban video games from the house. In order to connect with his young son, Frank schedules a number of fishing trips and signs the boy up for Scouts. Greg has more luck on the girlfriend front when his best friend Rowley (Robert Capron) invites him to go to his family's country club, where Holly works as a tennis instructor. Soon, in order to avoid spending so much time with his dad, Greg lies to his parents and says he works at the club, a deception that his older brother Rodrick (Devon Bostick) uses to blackmail him and gain access to the establishment.""]","Comedy, Family","Comedy, Family"
"['A movie spun out of equal parts folk tale, fable and real-life legend about the mysterious, 1930s Tennessee hermit who famously threw his own rollicking funeral party... while he was still alive.::Anonymous', 'Felix Bush (Robert Duvall) is a hermit who has no regard for anybody in the town or anyone who wants to get to know him. But one day, after a fellow old hermit has died and he hears people in the town telling stories about him, he decides that he needs to get these stories out in the public. He recruits Frank (Bill Murray), the local funeral home director, to host his own funeral. This way he can hear what everyone is saying about him, and get the truth to his past out in the open. But will he be able to get anybody to come? And will he be able to reveal his secrets?::napierslogs', ""It's the 1930s and in Caleb County the loathed hermit, Felix Bush, offers a large amount of money to the local reverend, Gus Horton, to organize his funeral, but the preacher refuses the request. Family man, Buddy Robinson, overhears the conversation and talks to his boss, Frank Quinn. They decide to visit Felix and offer him the services of their funeral home. Felix requests a funeral party and invites anyone that has a story to tell about him to come. Furthermore, he offers his three hundred acre land up as a prize in a raffle. When Felix asks Buddy to drive him to Illinois to see Rev. Charlie Jackson, Buddy learns that Felix has a painful secret and needs the help of his friend to disclose it to the population.::Claudio Carvalho, Rio de Janeiro, Brazil""]","Drama, Mystery","Drama, Mystery"
